,AccidentArea,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,Make,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,VehiclePrice,AgentType,AddressChange_Claim,PastNumberOfClaims,NumberOfSuppliments,NumberOfCars,Year,BasePolicy,Month,AgeOfVehicle,AgeOfPolicyHolder,Age,FraudFound_P,RepNumber,Deductible
12155,1,0,1,0,0,0,9,0,3,2,0,0,0,0,3,1,3,0,2,1,7,3,4,34,0,11,400
12156,0,1,1,0,0,0,9,2,3,2,0,0,0,0,3,2,1,0,2,1,8,4,3,24,1,10,400
12157,1,1,2,0,0,0,6,2,3,2,0,0,1,0,3,3,2,0,2,1,7,5,5,40,0,10,400
12158,0,1,1,0,0,0,17,0,3,2,0,0,0,0,3,1,1,0,2,1,7,5,5,43,0,3,400
12159,1,1,2,0,0,0,2,2,3,2,0,0,0,0,2,3,0,1,2,1,7,5,4,28,0,13,400
12160,1,1,1,0,2,2,13,2,3,2,0,0,5,0,3,1,0,0,2,0,8,6,5,39,1,6,400
12161,0,1,1,0,0,1,17,2,3,2,0,0,1,0,3,1,1,0,2,2,3,5,4,32,0,2,400
12162,1,1,1,0,0,1,13,0,3,2,0,0,1,0,3,2,3,0,2,2,3,4,6,50,0,3,400
12163,1,0,1,0,0,0,17,2,3,2,0,0,0,0,3,1,3,0,2,1,3,6,6,48,0,2,400
12164,1,1,1,0,0,1,13,3,3,2,0,0,0,0,3,1,3,0,2,2,3,5,5,42,0,15,400
12165,1,1,1,0,0,1,9,0,3,2,0,0,1,0,3,2,3,0,2,2,3,5,4,26,0,9,400
12166,1,1,2,1,0,0,18,2,3,2,0,0,1,0,3,3,0,0,2,1,3,5,4,33,0,10,400
12167,1,1,2,0,0,1,13,2,3,2,0,0,1,0,3,1,1,0,2,2,4,5,6,50,0,7,400
12168,1,0,1,0,0,0,2,1,3,2,0,0,1,0,3,3,1,0,2,1,3,5,5,42,0,9,400
12169,1,1,2,0,0,0,5,2,3,2,0,0,2,0,3,1,0,0,2,1,4,6,5,44,0,9,400
12170,1,1,2,1,0,0,17,1,3,2,0,0,1,0,3,1,0,0,2,1,4,4,3,22,0,14,400
12171,1,1,1,0,0,0,13,1,3,2,0,0,4,0,3,0,3,0,2,0,4,5,7,63,0,14,400
12172,1,1,1,0,0,0,13,2,3,2,0,0,4,0,3,3,3,0,2,0,8,6,7,65,1,9,400
12173,1,1,1,1,0,0,6,0,3,2,0,0,1,0,3,0,1,0,2,0,4,4,4,33,0,12,400
12174,1,1,2,0,0,0,17,3,3,2,0,0,4,0,3,0,0,0,2,0,8,1,2,18,1,9,400
12175,1,0,2,0,0,1,13,0,3,2,0,0,1,0,3,3,1,0,2,2,4,5,6,47,0,2,400
12176,1,0,1,0,0,0,17,3,3,2,0,0,0,0,3,1,1,0,2,1,4,6,6,52,0,9,400
12177,1,1,2,0,1,1,9,3,3,2,0,0,5,0,3,0,3,2,2,1,4,2,3,24,0,3,400
12178,0,1,2,0,0,0,6,1,3,2,0,0,5,0,3,0,3,0,2,0,4,7,0,0,0,6,400
12179,0,1,2,0,0,0,6,2,3,2,0,0,5,0,3,3,3,0,2,0,2,7,0,0,0,9,400
12180,1,0,1,1,0,0,18,0,3,2,0,0,1,0,2,3,2,1,2,0,9,5,5,43,0,8,400
12181,1,1,2,0,0,0,17,1,3,2,0,0,0,0,3,2,2,0,2,0,10,4,4,28,0,6,400
12182,1,1,1,0,0,0,9,0,3,2,0,0,0,0,3,1,2,0,2,1,8,5,5,42,1,9,400
12183,1,1,2,1,0,0,9,2,3,2,0,0,1,0,3,3,2,0,2,1,3,5,4,31,0,14,700
12184,1,1,2,0,0,0,17,3,3,2,0,0,0,0,3,3,3,0,2,1,7,4,4,28,0,6,400
12185,1,1,2,0,0,1,17,0,3,2,0,0,4,0,3,0,0,0,2,2,5,4,4,29,0,16,400
12186,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,3,0,0,2,0,7,6,5,39,0,1,400
12187,1,1,1,1,0,0,0,0,1,0,0,0,1,0,3,3,3,0,2,0,7,6,6,47,0,9,400
12188,1,1,1,0,0,0,13,1,3,2,0,0,1,0,3,0,1,0,2,1,8,5,4,32,1,14,400
12189,0,1,2,0,0,0,13,3,3,2,0,0,5,0,1,3,3,0,2,1,5,3,3,21,0,4,400
12190,1,1,2,1,0,0,9,3,3,2,0,0,0,0,3,0,3,0,2,1,6,4,4,35,0,12,400
12191,1,1,1,1,0,1,2,0,3,2,0,0,0,0,3,0,3,0,2,2,9,5,6,52,0,2,400
12192,1,0,2,0,0,0,9,2,3,2,0,0,0,0,3,0,2,0,2,1,10,5,4,31,0,4,400
12193,1,1,1,1,0,0,6,0,3,2,0,0,1,1,3,1,3,0,2,1,8,5,5,40,0,2,400
12194,1,1,1,0,0,0,2,2,3,2,0,0,5,0,0,1,1,0,2,0,2,6,8,76,0,15,400
12195,1,1,1,0,0,0,13,2,3,2,0,0,4,0,3,3,3,0,2,0,0,5,5,44,0,4,400
12196,0,1,1,0,0,1,6,2,3,2,0,0,1,0,3,1,0,0,2,2,7,4,5,41,0,10,400
12197,1,1,2,0,0,0,17,3,3,2,0,0,5,0,3,1,1,0,2,1,1,5,4,28,0,5,400
12198,0,1,1,0,0,0,2,2,3,2,0,0,0,0,3,1,3,0,2,1,1,6,7,65,0,1,400
12199,1,1,2,0,0,0,17,2,3,2,0,0,0,0,3,1,1,0,2,0,1,6,6,53,0,15,400
12200,1,1,1,1,0,1,2,2,3,2,0,0,1,0,3,3,3,0,2,2,8,6,6,46,0,16,400
12201,1,1,1,0,0,0,17,1,3,2,0,0,4,0,2,2,3,1,2,0,8,4,7,63,0,7,400
12202,1,1,2,1,0,0,6,0,3,2,0,0,1,0,3,3,0,0,2,1,8,4,4,29,0,11,400
12203,1,1,2,0,0,1,6,1,3,2,0,0,0,0,3,1,2,0,2,2,6,4,4,34,0,12,400
12204,1,1,1,0,0,1,0,0,3,2,0,0,0,0,3,2,3,0,2,2,1,6,6,52,0,2,400
12205,1,1,1,0,0,0,17,2,3,2,0,0,0,0,3,1,1,0,2,0,1,6,7,65,0,13,400
12206,1,1,1,1,0,0,6,1,3,2,0,0,0,0,3,3,0,0,2,1,5,5,5,39,0,11,400
12207,1,1,1,1,0,0,9,3,3,2,0,0,4,0,3,0,3,0,2,0,10,6,8,74,0,14,400
12208,1,1,1,0,0,1,13,1,3,2,0,0,0,0,3,2,3,0,2,2,10,6,7,60,0,12,400
12209,1,1,1,0,0,1,1,2,3,2,0,0,5,1,3,1,3,0,2,2,11,6,5,45,0,11,400
12210,1,1,2,0,0,1,13,3,3,2,0,0,0,0,3,2,3,0,2,2,8,5,6,55,0,5,400
12211,1,1,1,1,0,0,13,3,4,1,0,0,0,0,3,0,3,0,2,1,8,5,5,38,0,8,400
12212,1,1,2,0,0,0,2,2,3,2,0,0,1,0,3,3,3,0,2,1,5,5,4,29,0,2,400
12213,0,1,1,0,0,0,6,1,3,2,0,0,0,0,3,2,2,0,2,1,8,6,7,60,1,10,400
12214,1,1,1,1,0,0,13,2,3,2,0,0,0,0,3,3,3,0,2,0,11,6,6,54,0,13,700
12215,1,1,1,0,1,1,9,2,3,2,0,0,5,0,3,1,3,0,2,1,6,3,4,31,0,5,400
12216,1,1,1,1,0,1,6,0,3,2,0,0,0,0,3,1,3,0,2,2,8,3,4,34,0,9,400
12217,1,1,2,1,0,1,9,2,3,2,0,0,1,0,3,2,3,0,2,2,1,4,4,26,0,11,400
12218,1,1,1,0,0,1,2,1,3,2,0,0,0,0,3,2,2,2,2,2,9,5,4,34,0,3,400
12219,1,1,1,0,0,1,6,0,3,2,0,0,0,0,3,2,3,0,2,2,9,5,5,36,0,2,400
12220,1,1,2,0,0,0,13,3,3,2,0,0,1,0,3,2,2,0,2,1,10,5,4,26,0,2,400
12221,0,1,1,1,0,0,13,0,3,2,0,0,4,0,3,3,3,0,2,0,2,5,5,36,0,2,400
12222,1,1,2,0,0,0,6,0,3,2,0,0,0,0,2,3,1,1,2,0,8,6,8,80,0,14,400
12223,1,1,2,1,0,0,6,3,3,2,0,0,5,0,3,0,3,0,2,0,11,7,3,22,0,16,400
12224,1,1,1,0,0,1,5,1,3,2,0,0,2,0,3,1,1,0,2,2,11,4,7,58,0,10,400
12225,1,1,1,0,0,0,5,0,3,2,0,0,1,0,3,2,2,0,2,0,1,5,6,48,0,6,400
12226,1,1,1,0,0,1,9,0,3,2,0,0,0,0,3,1,3,0,2,2,0,5,6,50,0,5,400
12227,1,1,1,0,0,1,9,3,3,2,0,0,0,0,3,0,3,0,2,2,10,4,5,40,0,7,400
12228,1,1,1,1,0,0,9,0,3,2,1,0,1,0,3,1,1,0,2,1,9,5,5,41,0,11,400
12229,1,1,1,1,0,0,18,0,3,2,0,0,1,0,3,3,2,0,2,0,10,6,6,46,0,9,400
12230,1,1,1,1,0,0,13,2,3,2,0,0,0,0,3,2,0,0,2,1,10,5,4,33,0,10,400
12231,1,1,1,0,0,0,13,1,3,2,0,0,4,0,3,0,1,0,2,0,8,5,5,39,1,15,400
12232,1,1,2,0,0,0,5,3,3,2,1,0,1,0,3,2,2,0,2,1,10,4,4,34,0,16,400
12233,1,1,2,0,0,1,2,2,3,2,0,0,1,1,3,0,3,0,2,2,11,3,3,24,0,16,400
12234,1,0,1,0,0,0,17,0,3,2,0,0,0,0,3,0,3,0,2,0,3,5,5,44,0,4,400
12235,1,1,1,0,0,1,13,3,3,2,0,0,1,0,3,3,2,0,2,2,3,6,5,38,0,15,400
12236,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,0,2,0,2,0,8,4,4,27,1,10,400
12237,1,1,1,0,0,0,17,0,3,2,0,0,5,0,3,1,0,0,2,0,3,5,5,44,0,6,400
12238,1,1,1,1,0,0,17,0,3,2,0,0,0,0,3,1,2,0,2,1,3,6,7,59,0,3,400
12239,1,1,1,0,0,0,2,1,3,2,0,0,0,0,3,1,0,0,2,1,3,4,4,28,0,2,400
12240,1,1,2,0,0,1,2,1,3,2,0,0,2,0,1,2,2,0,2,2,5,5,4,27,0,8,500
12241,1,1,2,0,0,0,17,0,3,2,1,0,0,0,3,3,1,0,2,1,9,3,3,24,0,8,400
12242,1,1,2,0,0,0,6,0,3,2,0,0,5,0,3,3,1,0,2,0,5,5,5,38,0,10,400
12243,1,1,2,0,0,1,9,3,3,2,0,0,5,0,2,1,2,1,2,2,9,5,5,42,0,11,400
12244,1,1,1,0,0,0,13,0,3,2,0,0,4,0,3,0,1,0,2,0,8,5,5,36,1,7,400
12245,0,1,1,0,0,1,0,3,3,2,0,0,0,0,3,1,2,0,2,2,10,6,7,61,0,13,700
12246,0,1,1,0,0,1,13,2,3,2,0,0,1,0,3,0,1,0,2,2,11,6,6,53,0,11,400
12247,1,1,1,0,0,0,9,0,3,2,0,0,5,0,3,2,2,0,2,1,6,6,7,57,0,13,400
12248,1,1,2,0,0,0,2,2,3,2,0,0,0,0,3,3,3,0,2,0,8,4,4,32,1,13,400
12249,1,1,1,0,0,1,17,2,3,2,0,0,1,0,3,2,3,0,2,2,10,3,5,36,0,12,400
12250,1,1,1,0,0,0,13,1,3,2,0,0,1,0,3,2,0,0,2,0,10,6,7,58,0,15,400
12251,1,1,2,0,0,0,6,0,3,2,0,0,5,0,3,3,3,0,2,0,11,7,0,0,0,5,400
12252,1,1,1,0,0,1,6,0,3,2,0,0,0,0,3,0,2,0,2,2,0,5,7,59,0,1,400
12253,0,1,1,0,0,0,13,2,3,2,0,0,4,0,3,0,3,0,2,0,10,5,4,26,0,7,400
12254,1,0,2,0,0,0,17,0,3,2,0,0,0,0,3,0,3,0,2,0,11,4,4,31,0,7,400
12255,1,1,1,0,2,2,13,0,3,2,0,0,5,0,3,1,2,0,2,1,5,6,7,57,0,5,400
12256,1,1,1,1,0,0,9,1,3,2,0,0,1,0,3,1,3,0,2,1,5,5,7,63,0,6,400
12257,1,0,1,0,0,1,17,3,3,2,0,0,1,0,3,1,1,0,2,2,7,4,4,31,0,13,400
12258,1,0,1,1,0,0,17,0,3,2,0,0,0,0,3,1,1,0,2,0,7,6,8,70,0,10,400
12259,1,1,1,1,0,0,17,3,3,2,0,0,0,0,3,3,3,2,2,0,7,4,4,30,0,7,400
12260,1,1,2,0,0,0,13,2,3,2,0,0,4,0,3,1,0,0,2,1,3,3,4,27,0,4,400
12261,1,1,2,0,0,0,13,0,3,2,0,0,0,0,3,1,0,0,2,1,9,3,3,21,0,2,400
12262,1,1,1,0,0,1,16,0,3,2,0,0,2,1,3,3,1,0,2,2,10,4,4,30,0,11,400
12263,1,1,1,1,0,0,17,1,3,2,0,0,0,0,3,2,2,0,2,1,8,4,4,26,0,6,400
12264,1,1,1,1,0,1,9,0,3,2,0,0,0,0,2,1,0,1,2,2,5,5,5,36,0,14,400
12265,1,1,1,0,0,0,6,2,3,2,0,0,5,0,3,1,2,0,2,0,8,6,5,37,0,5,400
12266,1,0,2,0,0,0,13,1,3,2,0,0,4,0,3,3,0,0,2,0,0,4,4,34,0,1,400
12267,1,0,1,0,0,1,2,2,3,2,0,0,5,0,3,1,3,0,2,2,10,5,5,39,0,10,400
12268,1,1,2,1,0,0,13,2,3,2,0,0,1,0,3,0,2,0,2,0,10,4,4,27,0,7,400
12269,0,1,1,0,0,0,6,0,3,2,0,0,1,0,3,2,3,0,2,1,5,5,4,31,0,5,400
12270,1,1,1,1,0,0,13,3,3,2,0,0,0,0,3,3,3,0,2,0,6,5,4,33,0,12,400
12271,1,1,2,1,0,0,13,0,3,2,0,0,0,0,3,3,2,0,2,1,6,5,4,33,0,15,400
12272,1,1,1,1,0,0,13,2,3,2,0,0,0,0,3,3,3,0,2,1,8,6,6,47,0,13,400
12273,1,1,2,0,0,1,6,3,3,2,0,0,1,0,3,1,1,0,2,2,0,4,4,31,0,6,400
12274,1,0,1,0,0,1,18,0,3,2,0,0,2,0,3,3,2,0,2,2,0,6,6,52,0,8,400
12275,0,0,1,1,0,0,6,2,3,2,0,0,0,0,3,0,3,0,2,1,0,3,4,33,0,16,400
12276,1,0,1,1,0,0,13,1,3,2,0,0,0,0,3,3,3,0,2,1,5,3,5,42,0,13,400
12277,0,1,1,0,0,0,2,3,3,2,0,0,0,0,3,1,3,0,2,1,5,3,3,23,0,3,400
12278,1,1,1,0,0,0,17,2,3,2,0,0,0,0,3,3,0,0,2,1,8,5,4,27,1,2,400
12279,1,0,2,0,0,1,13,0,3,2,0,0,0,0,3,1,0,0,2,2,0,5,5,38,0,7,400
12280,1,1,2,1,0,0,13,0,3,2,0,0,0,0,3,3,2,0,2,0,0,5,5,42,0,10,400
12281,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,1,3,0,2,0,5,6,7,63,0,12,400
12282,1,1,1,0,2,2,2,2,3,2,0,0,5,0,3,2,2,0,2,0,0,3,4,31,0,1,400
12283,1,0,1,0,0,0,6,2,3,2,0,0,4,0,3,3,0,0,2,0,2,5,5,40,0,11,400
12284,1,0,1,0,0,0,6,0,3,2,0,0,4,0,3,3,3,0,2,0,4,6,6,48,0,8,400
12285,1,1,1,0,0,0,1,0,3,2,0,0,0,0,0,1,0,1,2,1,4,6,7,63,0,12,400
12286,1,1,1,0,0,1,9,1,3,2,0,0,0,0,3,1,3,0,2,2,4,5,5,42,0,12,400
12287,1,1,1,1,0,0,9,3,3,2,0,0,0,0,3,3,2,0,2,1,3,6,6,48,0,12,400
12288,1,0,1,0,0,0,17,0,3,2,0,0,0,0,3,3,0,0,2,0,3,4,4,28,0,15,400
12289,1,1,1,1,0,0,13,0,3,2,0,0,4,0,3,3,1,0,2,0,3,6,5,44,0,15,400
12290,1,0,2,0,0,0,9,1,3,2,0,0,0,0,3,0,3,0,2,1,3,4,4,27,0,2,400
12291,1,0,2,0,0,1,13,3,3,2,0,0,0,0,1,1,3,0,2,2,3,5,6,48,0,15,500
12292,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,1,1,0,2,1,8,4,5,44,1,6,400
12293,1,1,1,0,0,0,5,2,3,2,0,0,0,0,3,3,3,0,2,0,3,5,5,41,0,1,400
12294,1,1,1,0,0,1,13,2,3,2,0,0,1,0,3,2,3,0,2,2,7,6,7,61,0,15,400
12295,1,1,1,1,0,0,9,0,3,2,0,0,0,0,3,1,2,0,2,1,7,5,7,61,0,5,400
12296,0,0,1,0,0,0,13,3,3,2,0,0,4,0,3,3,3,0,2,0,7,5,5,43,0,15,400
12297,1,1,2,0,0,0,17,1,3,2,0,0,1,0,3,2,3,0,2,1,7,3,3,22,0,1,400
12298,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,1,0,0,2,0,0,6,6,54,0,3,400
12299,1,1,1,0,0,1,6,1,3,2,0,0,0,0,3,1,0,0,2,2,0,6,6,47,0,1,400
12300,1,0,1,0,0,0,0,2,3,2,0,0,1,0,3,0,3,2,2,0,0,6,5,42,0,10,400
12301,1,0,1,0,0,1,17,1,3,2,0,0,0,0,3,2,3,0,2,2,0,5,6,46,0,14,400
12302,1,1,1,0,0,0,6,1,3,2,0,0,0,0,3,1,2,0,2,1,0,5,6,55,0,16,400
12303,0,1,1,0,0,1,13,2,3,2,0,0,0,0,3,1,1,0,2,2,8,4,4,32,0,12,400
12304,1,1,1,0,0,0,6,0,3,2,0,0,0,0,3,1,1,0,2,1,8,5,6,50,0,16,400
12305,1,1,1,0,0,1,9,0,3,2,0,0,5,0,3,2,1,0,2,2,8,5,5,36,0,16,400
12306,0,1,1,0,0,0,6,3,1,0,0,0,0,0,2,3,3,1,2,1,8,5,4,31,0,3,400
12307,1,1,1,0,0,0,2,0,3,2,0,0,5,0,3,2,2,0,2,1,6,2,4,33,0,3,400
12308,1,1,2,0,0,1,13,3,3,2,0,0,0,0,3,0,3,0,2,2,6,5,4,30,0,13,400
12309,1,1,1,1,0,0,13,1,3,2,0,0,4,0,3,0,2,0,2,0,11,6,6,52,0,11,400
12310,1,0,1,1,0,0,9,0,3,2,0,0,0,0,3,3,3,0,2,1,11,3,5,36,0,1,400
12311,0,1,1,0,0,0,13,2,3,2,0,0,0,0,3,1,0,0,2,0,11,5,4,30,0,7,400
12312,1,1,1,1,0,0,13,3,3,2,0,0,0,0,3,3,3,0,2,0,8,6,6,50,0,12,400
12313,0,1,2,0,0,0,9,1,3,2,0,0,5,0,3,0,3,0,2,1,10,4,4,27,0,16,400
12314,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,3,3,0,2,0,10,6,6,46,0,9,400
12315,1,1,1,1,0,0,9,3,3,2,0,0,0,0,3,1,1,0,2,0,8,6,6,46,0,16,400
12316,1,1,1,0,0,0,17,1,3,2,0,0,0,0,3,3,1,0,2,0,10,6,6,55,0,1,400
12317,1,0,2,0,0,1,13,0,3,2,0,0,5,0,3,1,3,0,2,2,2,5,4,28,0,16,400
12318,0,1,1,1,0,1,17,2,3,2,1,0,0,0,3,1,3,0,2,2,3,5,5,44,0,10,400
12319,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,0,3,0,2,0,3,4,4,35,0,6,400
12320,0,0,1,0,0,0,9,3,3,2,0,0,0,0,3,3,1,0,2,1,3,5,5,37,0,15,400
12321,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,0,3,0,2,1,3,6,7,65,0,15,400
12322,1,0,1,1,0,1,2,3,3,2,0,0,0,0,3,2,3,0,2,2,7,5,5,36,0,8,400
12323,1,0,2,1,0,0,9,2,3,2,0,0,0,0,3,0,3,0,2,0,0,3,5,38,0,15,400
12324,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,3,3,0,2,0,8,6,5,39,0,9,400
12325,1,1,2,0,1,1,6,3,3,2,0,0,5,0,3,3,3,0,2,1,8,4,4,33,0,15,400
12326,1,0,1,0,0,1,9,3,3,2,0,0,1,0,3,0,3,0,2,2,6,5,4,29,0,4,400
12327,1,1,1,0,0,0,9,3,3,2,0,0,1,0,2,3,3,1,2,1,6,6,6,55,0,10,400
12328,1,0,1,0,0,0,13,3,3,2,0,0,0,0,3,1,3,0,2,1,6,5,6,46,0,14,400
12329,1,1,2,0,2,2,13,0,3,2,0,0,5,0,3,2,1,0,2,0,6,5,6,54,0,8,400
12330,1,0,2,0,0,1,13,3,3,2,0,0,0,0,3,0,2,0,2,2,6,5,4,34,0,10,400
12331,1,1,2,0,0,0,13,1,3,2,0,0,1,0,3,3,2,0,2,1,5,4,4,34,0,1,400
12332,1,1,2,1,0,0,9,2,3,2,0,0,0,0,3,3,3,0,2,1,5,3,3,24,0,15,400
12333,1,1,1,0,0,1,2,0,3,2,0,0,2,0,3,2,3,0,2,2,5,6,6,48,0,2,400
12334,1,1,1,1,0,0,13,3,3,2,0,0,4,0,3,1,0,0,2,1,8,4,4,27,0,16,400
12335,0,1,1,1,0,0,0,2,3,2,0,0,5,0,3,3,3,0,2,0,5,6,7,56,0,10,400
12336,1,1,2,0,0,1,9,2,3,2,0,0,0,0,3,0,3,0,2,2,1,1,5,38,0,5,400
12337,1,1,1,0,0,1,9,1,3,2,0,0,2,0,3,1,1,0,2,2,1,6,5,41,0,16,400
12338,1,1,2,0,0,0,2,0,3,2,0,0,5,0,3,3,1,0,2,1,11,3,4,33,0,15,400
12339,1,0,1,0,0,0,6,1,3,2,0,0,0,0,3,3,2,0,2,1,9,4,5,39,0,16,400
12340,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,0,1,0,2,1,9,5,5,36,0,5,400
12341,1,1,2,1,0,0,6,0,3,2,0,0,0,0,3,3,3,2,2,1,9,5,4,30,0,1,400
12342,1,0,1,0,0,1,17,0,3,2,1,0,1,0,3,1,3,0,2,2,9,6,7,56,0,7,500
12343,1,1,1,0,0,0,11,3,3,2,0,0,0,0,3,3,3,0,2,1,9,5,6,52,0,9,400
12344,1,1,1,0,0,1,17,1,3,2,0,0,0,0,3,1,3,0,2,2,9,6,6,46,0,8,400
12345,1,0,1,0,0,0,13,2,3,2,0,0,2,0,3,1,3,0,2,1,9,6,6,52,0,16,400
12346,1,1,2,0,0,1,17,2,3,2,0,0,0,0,3,1,0,0,2,2,9,3,4,32,0,3,400
12347,1,1,2,0,0,0,2,2,3,2,0,0,0,0,3,3,3,0,2,1,9,4,4,31,0,4,400
12348,1,1,1,0,0,0,0,0,3,2,0,0,0,0,2,3,1,1,2,0,9,5,5,44,0,16,400
12349,1,1,1,0,0,0,17,2,3,2,0,0,0,0,3,3,3,0,2,0,9,5,5,43,0,13,400
12350,0,1,1,1,0,0,5,0,3,2,0,0,2,0,3,0,2,0,2,1,10,6,6,51,0,3,400
12351,1,1,2,0,0,1,17,0,3,2,0,0,0,0,3,1,0,0,2,2,10,3,4,29,0,10,400
12352,1,1,2,0,0,0,9,1,3,2,0,0,1,0,3,1,3,0,2,0,10,4,4,30,0,14,400
12353,1,0,2,0,0,0,9,2,3,2,0,0,0,0,3,1,3,0,2,1,11,5,4,32,0,12,400
12354,1,1,2,0,0,1,3,1,3,2,0,0,1,0,3,0,3,0,2,2,11,4,4,30,0,13,400
12355,1,1,2,1,0,0,6,0,3,2,0,0,0,0,3,3,2,0,2,1,1,2,3,21,0,2,400
12356,1,1,2,0,0,0,9,2,3,2,0,0,1,0,3,1,0,0,2,1,5,4,4,35,0,12,400
12357,1,1,2,0,0,1,6,2,3,2,0,0,0,0,3,1,2,0,2,2,5,6,5,44,0,13,400
12358,1,1,2,0,0,1,2,0,3,2,0,0,1,0,3,2,3,0,2,2,5,5,5,36,0,16,400
12359,1,1,2,0,1,1,17,1,3,2,0,0,4,0,3,0,1,0,2,0,5,6,6,53,0,1,400
12360,1,0,1,0,0,0,13,0,3,2,0,0,0,0,3,0,3,0,2,1,5,4,6,51,0,13,400
12361,1,1,1,1,0,0,13,1,3,2,0,0,1,0,3,1,2,0,2,1,5,5,5,37,0,9,400
12362,1,1,2,0,0,0,0,3,3,2,0,0,0,0,3,2,1,0,2,0,5,5,6,48,0,3,400
12363,1,1,1,0,0,0,13,0,3,2,0,0,1,0,3,1,2,0,2,1,5,4,4,35,0,1,400
12364,1,0,2,0,0,0,13,0,3,2,0,0,0,0,3,0,3,0,2,1,6,4,4,35,0,4,400
12365,0,1,1,1,0,0,5,3,3,2,0,0,1,0,3,1,3,0,2,0,6,5,5,39,0,13,400
12366,1,1,1,0,0,1,5,1,3,2,0,0,2,0,3,1,2,0,2,2,8,6,6,46,1,7,400
12367,1,1,1,1,0,0,6,2,3,2,0,0,0,0,3,0,3,0,2,1,6,5,5,42,0,16,400
12368,1,1,1,0,0,0,6,1,3,2,0,0,1,0,3,1,2,0,2,1,6,4,4,31,0,5,400
12369,1,1,1,1,0,1,17,2,3,2,0,0,0,0,2,1,3,1,2,2,8,4,4,32,0,9,400
12370,1,0,0,0,0,0,9,2,3,2,0,0,0,0,3,3,3,0,2,1,8,5,6,50,0,14,400
12371,1,0,1,1,0,0,13,0,3,2,0,0,4,0,3,3,3,0,2,0,8,6,5,42,0,16,400
12372,1,1,1,0,0,1,9,0,3,2,0,0,1,0,3,2,1,0,2,2,0,4,4,34,0,2,400
12373,1,1,1,1,0,1,13,1,3,2,0,0,1,0,3,3,0,0,2,2,0,5,6,53,0,6,400
12374,1,1,1,0,0,0,17,2,3,2,0,0,0,0,3,1,3,0,2,1,0,4,4,30,0,4,400
12375,1,1,1,1,0,1,9,3,3,2,0,0,1,0,3,0,0,0,2,2,0,5,4,28,0,6,400
12376,1,1,2,1,0,1,6,1,3,2,0,0,5,0,0,1,0,0,2,2,7,4,4,32,0,13,400
12377,0,1,1,0,0,0,2,1,3,2,0,0,0,0,3,0,1,0,2,0,7,5,6,53,0,8,400
12378,1,1,2,1,0,0,6,1,3,2,0,0,0,0,3,3,3,0,2,0,7,4,4,32,0,4,400
12379,1,1,1,1,0,0,2,1,3,2,0,0,1,0,3,1,1,0,2,1,7,5,5,42,0,5,400
12380,1,1,2,0,0,0,18,0,3,2,0,0,5,0,3,1,1,0,2,0,7,6,8,74,0,14,400
12381,1,1,1,1,0,1,13,3,3,2,0,0,0,0,3,2,2,0,2,2,7,5,5,42,0,16,400
12382,1,1,1,0,0,1,6,3,3,2,0,0,1,0,3,2,0,2,2,2,7,6,6,51,0,1,400
12383,1,1,1,0,0,0,17,2,3,2,0,0,4,0,3,1,3,0,2,0,3,4,4,32,0,14,400
12384,1,0,1,1,0,0,2,3,3,2,0,0,0,0,3,0,0,0,2,0,8,4,6,52,0,7,400
12385,0,0,2,0,0,0,6,3,3,2,0,0,0,0,3,1,3,0,2,1,2,0,4,32,0,16,400
12386,1,1,1,0,0,1,13,1,3,2,0,0,1,0,3,1,3,0,2,2,9,6,5,37,0,12,400
12387,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,1,0,0,2,1,8,6,6,48,1,15,400
12388,1,1,1,1,0,0,13,0,3,2,0,0,0,0,3,1,3,0,2,0,10,5,4,30,0,5,400
12389,1,1,1,1,0,0,9,3,3,2,0,0,3,0,3,0,3,0,2,0,8,4,6,51,0,15,400
12390,1,1,2,1,0,1,6,1,3,2,0,0,0,0,2,1,2,1,2,2,10,4,4,27,0,13,400
12391,1,1,1,0,0,0,2,1,3,2,0,0,1,0,3,1,0,0,2,1,8,4,5,38,1,14,400
12392,1,1,2,1,0,0,2,2,3,2,0,0,0,0,3,3,1,0,2,0,10,3,3,23,0,1,400
12393,1,1,1,1,0,0,9,1,3,2,0,0,0,0,1,1,2,0,2,1,8,6,8,68,0,3,500
12394,1,1,2,0,0,1,2,3,3,2,0,0,0,0,3,2,1,0,2,2,11,4,4,32,0,14,400
12395,1,1,1,0,0,1,9,1,3,2,0,0,1,0,3,1,1,0,2,2,11,5,4,31,0,1,400
12396,0,1,1,1,0,0,2,3,3,2,0,0,5,0,3,0,3,0,2,1,11,6,7,58,0,12,400
